"timestamp","brentoilprice","fuelprice","date_column"
"1609102800000","49.39","6.65","2020-12-28"
"1609189200000","49.68","6.65","2020-12-29"
"1609275600000","49.66","6.65","2020-12-30"
"1609362000000","49.53","6.65","2020-12-31"
"1609707600000","49.14","6.68","2021-01-04"
"1609794000000","49.77","6.68","2021-01-05"
"1609880400000","49.37","6.68","2021-01-06"
"1609966800000","49.76","6.68","2021-01-07"
"1610053200000","50.39","6.68","2021-01-08"
"1610312400000","50.61","6.68","2021-01-11"
"1610398800000","51.03","6.68","2021-01-12"
"1610485200000","51.52","6.68","2021-01-13"
"1610571600000","51.67","6.68","2021-01-14"
"1610658000000","51.32","6.68","2021-01-15"
"1610917200000","51.03","6.68","2021-01-18"
"1611003600000","51.39","6.68","2021-01-19"
"1611090000000","51.14","6.68","2021-01-20"
"1611176400000","51.07","6.68","2021-01-21"
"1611262800000","50.65","6.68","2021-01-22"
"1611522000000","50.97","6.68","2021-01-25"
"1611608400000","50.71","6.68","2021-01-26"
"1611694800000","50.95","6.68","2021-01-27"
"1611781200000","50.56","6.68","2021-01-28"
"1611867600000","50.49","6.68","2021-01-29"
"1612126800000","51.2","6.68","2021-02-01"
"1612213200000","51.58","6.68","2021-02-02"
"1612299600000","51.77","6.68","2021-02-03"
"1612386000000","51.96","6.68","2021-02-04"
"1612472400000","52.22","6.68","2021-02-05"
"1612731600000","53.12","6.68","2021-02-08"
"1612818000000","53.41","6.68","2021-02-09"
"1612904400000","53.67","6.75","2021-02-10"
"1612990800000","53.51","6.75","2021-02-11"
"1613077200000","53.9","6.75","2021-02-12"
"1613336400000","54.34","6.75","2021-02-15"
"1613422800000","54.4","6.75","2021-02-16"
"1613509200000","54.63","6.75","2021-02-17"
"1613595600000","54.63","6.75","2021-02-18"
"1613682000000","54.65","6.75","2021-02-19"
"1613941200000","55.78","6.75","2021-02-22"
"1614027600000","55.99","6.75","2021-02-23"
"1614114000000","57.06","6.75","2021-02-24"
"1614200400000","56.95","6.75","2021-02-25"
"1614286800000","55.72","6.75","2021-02-26"
"1614546000000","55.41","6.75","2021-03-01"
"1614632400000","55.56","6.75","2021-03-02"
"1614718800000","56.33","6.75","2021-03-03"
"1614805200000","57.14","6.75","2021-03-04"
"1614891600000","58.42","6.75","2021-03-05"
"1615150800000","58.02","6.75","2021-03-08"
"1615237200000","57.78","6.75","2021-03-09"
"1615323600000","57.63","6.75","2021-03-10"
"1615410000000","58.31","6.75","2021-03-11"
"1615496400000","58.22","6.75","2021-03-12"
"1615755600000","58.1","6.75","2021-03-15"
"1615842000000","58.08","6.75","2021-03-16"
"1615928400000","58.42","6.75","2021-03-17"
"1616014800000","56.73","6.75","2021-03-18"
"1616101200000","56.93","6.52","2021-03-19"
"1616360400000","57.13","6.52","2021-03-22"
"1616446800000","55.83","6.52","2021-03-23"
"1616533200000","57.12","6.52","2021-03-24"
"1616619600000","55.5","6.52","2021-03-25"
"1616706000000","56.82","6.52","2021-03-26"
"1616965200000","56.78","6.52","2021-03-29"
"1617051600000","56.33","6.52","2021-03-30"
"1617138000000","55.67","6.52","2021-03-31"
"1617224400000","57.91","6.52","2021-04-01"
"1617570000000","57.12","6.52","2021-04-05"
"1617656400000","57.74","6.52","2021-04-06"
"1617742800000","57.8","6.52","2021-04-07"
"1617829200000","57.01","6.52","2021-04-08"
"1617915600000","57.12","6.52","2021-04-09"
"1618174800000","57.58","6.52","2021-04-12"
"1618261200000","57.95","6.52","2021-04-13"
"1618347600000","59.23","6.52","2021-04-14"
"1618434000000","58.92","6.52","2021-04-15"
"1618520400000","58.7","6.52","2021-04-16"
"1618779600000","58.71","6.52","2021-04-19"
"1618866000000","58.14","6.52","2021-04-20"
"1618952400000","57.64","6.52","2021-04-21"
"1619038800000","58.13","6.52","2021-04-22"
"1619125200000","58.66","6.52","2021-04-23"
"1619384400000","58.77","6.52","2021-04-26"
"1619470800000","59.4","6.52","2021-04-27"
"1619557200000","59.78","6.52","2021-04-28"
"1619643600000","60.28","6.52","2021-04-29"
"1619730000000","59.28","6.52","2021-04-30"
"1619989200000","59.84","6.52","2021-05-03"
"1620075600000","60.7","6.52","2021-05-04"
"1620162000000","60.91","6.52","2021-05-05"
"1620248400000","60.86","6.52","2021-05-06"
"1620334800000","61.24","6.52","2021-05-07"
"1620594000000","61.47","6.52","2021-05-10"
"1620680400000","61.92","6.52","2021-05-11"
"1620766800000","62.47","6.52","2021-05-12"
"1620853200000","60.64","6.52","2021-05-13"
"1620939600000","61.18","6.52","2021-05-14"
"1621198800000","61.28","6.52","2021-05-17"
"1621285200000","61.14","6.52","2021-05-18"
"1621371600000","59.8","6.52","2021-05-19"
"1621458000000","59.26","6.52","2021-05-20"
"1621544400000","60.06","7.32","2021-05-21"
"1621803600000","61.26","7.32","2021-05-24"
"1621890000000","61.21","7.32","2021-05-25"
"1621976400000","61.33","7.32","2021-05-26"
"1622062800000","61.45","7.32","2021-05-27"
"1622149200000","61.07","7.32","2021-05-28"
"1622408400000","61.45","7.3","2021-05-31"
"1622494800000","61.99","7.3","2021-06-01"
"1622581200000","62.43","7.3","2021-06-02"
"1622667600000","62.39","7.3","2021-06-03"
"1622754000000","62.8","7.3","2021-06-04"
"1623013200000","62.93","7.3","2021-06-07"
"1623099600000","63.37","7.3","2021-06-08"
"1623186000000","63.32","7.3","2021-06-09"
"1623272400000","63.36","7.3","2021-06-10"
"1623358800000","63.37","7.3","2021-06-11"
"1623618000000","63.29","7.3","2021-06-14"
"1623704400000","63.65","7.3","2021-06-15"
"1623790800000","63.83","7.3","2021-06-16"
"1623877200000","62.74","7.3","2021-06-17"
"1623963600000","63.07","7.3","2021-06-18"
"1624222800000","63.78","7.3","2021-06-21"
"1624309200000","64.08","7.3","2021-06-22"
"1624395600000","64.44","7.3","2021-06-23"
"1624482000000","64.67","7.3","2021-06-24"
"1624568400000","64.89","7.32","2021-06-25"
"1624827600000","64.22","7.32","2021-06-28"
"1624914000000","64.31","7.32","2021-06-29"
"1625000400000","64.15","7.32","2021-06-30"
"1625086800000","64.74","7.32","2021-07-01"
"1625173200000","65.05","7.32","2021-07-02"
"1625432400000","65.24","7.32","2021-07-05"
"1625518800000","63.4","7.32","2021-07-06"
"1625605200000","62.62","7.32","2021-07-07"
"1625691600000","62.97","7.32","2021-07-08"
"1625778000000","64.04","7.32","2021-07-09"
"1626037200000","64.15","7.32","2021-07-12"
"1626123600000","65.3","7.32","2021-07-13"
"1626210000000","64.23","7.32","2021-07-14"
"1626296400000","63.83","7.32","2021-07-15"
"1626382800000","64.35","7.32","2021-07-16"
"1626642000000","60.89","7.32","2021-07-19"
"1626728400000","61.03","7.32","2021-07-20"
"1626814800000","63.01","7.32","2021-07-21"
"1626901200000","63.51","7.32","2021-07-22"
"1626987600000","63.48","7.32","2021-07-23"
"1627246800000","63.46","7.32","2021-07-26"
"1627333200000","63.45","7.32","2021-07-27"
"1627419600000","64.05","7.32","2021-07-28"
"1627506000000","65","7.32","2021-07-29"
"1627592400000","65.01","7.32","2021-07-30"
"1627851600000","63.41","7.32","2021-08-02"
"1627938000000","63.44","7.32","2021-08-03"
"1628024400000","62.58","7.37","2021-08-04"
"1628110800000","63.37","7.37","2021-08-05"
"1628197200000","63.42","7.37","2021-08-06"
"1628456400000","62.34","7.37","2021-08-09"
"1628542800000","63.31","7.37","2021-08-10"
"1628629200000","63.96","7.34","2021-08-11"
"1628715600000","63.9","7.34","2021-08-12"
"1628802000000","63.54","7.34","2021-08-13"
"1629061200000","62.98","7.34","2021-08-16"
"1629147600000","62.26","7.34","2021-08-17"
"1629234000000","61.74","7.34","2021-08-18"
"1629320400000","60.55","7.34","2021-08-19"
"1629406800000","59.42","7.34","2021-08-20"
"1629666000000","61.84","7.34","2021-08-23"
"1629752400000","63.04","7.34","2021-08-24"
"1629838800000","63.43","7.34","2021-08-25"
"1629925200000","62.84","7.34","2021-08-26"
"1630011600000","63.81","7.34","2021-08-27"
"1630270800000","63.79","7.34","2021-08-30"
"1630357200000","63.52","7.34","2021-08-31"
"1630443600000","63.71","7.34","2021-09-01"
"1630530000000","64.47","7.34","2021-09-02"
"1630616400000","64.32","7.34","2021-09-03"
"1630875600000","64.39","7.34","2021-09-06"
"1630962000000","64.12","7.34","2021-09-07"
"1631048400000","64.17","7.34","2021-09-08"
"1631134800000","63.55","7.34","2021-09-09"
"1631221200000","64.6","7.34","2021-09-10"
"1631480400000","64.91","7.34","2021-09-13"
"1631566800000","64.86","7.34","2021-09-14"
"1631653200000","65.53","7.34","2021-09-15"
"1631739600000","65.58","7.34","2021-09-16"
"1631826000000","65.04","7.37","2021-09-17"
"1632085200000","63.96","7.37","2021-09-20"
"1632171600000","64.45","7.37","2021-09-21"
"1632258000000","65.19","7.37","2021-09-22"
"1632344400000","65.92","7.37","2021-09-23"
"1632430800000","66.26","7.37","2021-09-24"
"1632690000000","67.66","7.37","2021-09-27"
"1632776400000","67.53","7.37","2021-09-28"
"1632862800000","67.73","7.37","2021-09-29"
"1632949200000","67.48","7.37","2021-09-30"
"1633035600000","68.5","7.37","2021-10-01"
"1633294800000","69.52","7.37","2021-10-04"
"1633381200000","70.29","7.37","2021-10-05"
"1633467600000","68.92","7.37","2021-10-06"
"1633554000000","69.57","7.37","2021-10-07"
"1633640400000","69.85","7.37","2021-10-08"
"1633899600000","70.92","7.6","2021-10-11"
"1633986000000","71.21","7.6","2021-10-12"
"1634072400000","71.35","7.6","2021-10-13"
"1634158800000","71.66","7.6","2021-10-14"
"1634245200000","71.64","7.6","2021-10-15"
"1634504400000","71.29","8.01","2021-10-18"
"1634590800000","71.41","8.01","2021-10-19"
"1634677200000","72.3","8.24","2021-10-20"
"1634763600000","71.32","8.24","2021-10-21"
"1634850000000","71.32","8.26","2021-10-22"
"1635109200000","72.09","8.26","2021-10-25"
"1635195600000","72.1","8.26","2021-10-26"
"1635282000000","71.18","8.26","2021-10-27"
"1635368400000","70.9","8.26","2021-10-28"
"1635454800000","70.4","8.26","2021-10-29"
"1635714000000","70.76","8.26","2021-11-01"
"1635800400000","70.88","8.26","2021-11-02"
"1635886800000","69.74","8.26","2021-11-03"
"1635973200000","70.34","8.26","2021-11-04"
"1636059600000","71.86","8.26","2021-11-05"
"1636318800000","72.38","8.26","2021-11-08"
"1636405200000","72.68","8.26","2021-11-09"
"1636491600000","71.46","8.26","2021-11-10"
"1636578000000","71.97","8.26","2021-11-11"
"1636664400000","71.42","8.26","2021-11-12"
"1636923600000","71.55","8.26","2021-11-15"
"1637010000000","71.78","8.26","2021-11-16"
"1637096400000","70.78","8.26","2021-11-17"
"1637182800000","71.34","8.26","2021-11-18"
"1637269200000","69.73","8.26","2021-11-19"
"1637528400000","70.5","8.26","2021-11-22"
"1637614800000","72.07","8.76","2021-11-23"
"1637701200000","71.88","8.76","2021-11-24"
"1637787600000","72.28","8.76","2021-11-25"
"1637874000000","65.63","9.85","2021-11-26"
"1638133200000","67.26","9.85","2021-11-29"
"1638219600000","64.05","9.85","2021-11-30"
"1638306000000","64.21","9.85","2021-12-01"
"1638392400000","64.93","9.41","2021-12-02"
"1638478800000","65.47","9.41","2021-12-03"
"1638738000000","67.59","9.41","2021-12-06"
"1638824400000","69.59","9.41","2021-12-07"
"1638910800000","70.28","9.41","2021-12-08"
"1638997200000","69.31","10.06","2021-12-09"
"1639083600000","69.52","10.38","2021-12-10"
"1639342800000","69.23","10.41","2021-12-13"
"1639429200000","68.85","10.41","2021-12-14"
"1639515600000","68.44","10.41","2021-12-15"
"1639602000000","68.72","10.41","2021-12-16"
"1639688400000","67.45","10.41","2021-12-17"
"1639947600000","66.27","10.41","2021-12-20"
"1640034000000","67.99","11.55","2021-12-21"
"1640120400000","68.11","11.55","2021-12-22"
"1640206800000","69.03","11.55","2021-12-23"
"1640293200000","67.94","11.55","2021-12-24"
"1640552400000","70.34","11.55","2021-12-27"
"1640638800000","70.52","11.5","2021-12-28"
"1640725200000","71.11","11.5","2021-12-29"
"1640811600000","71.35","11.5","2021-12-30"
"1640898000000","69.92","11.5","2021-12-31"
"1641157200000","71.08","11.5","2022-01-03"
"1641243600000","71.98","12.81","2022-01-04"
"1641330000000","71.9","12.81","2022-01-05"
"1641416400000","72.37","12.84","2022-01-06"
"1641502800000","72.28","12.84","2022-01-07"
"1641762000000","71.76","12.84","2022-01-10"
"1641848400000","73.41","13.78","2022-01-11"
"1641934800000","73.69","13.78","2022-01-12"
"1642021200000","73.56","13.78","2022-01-13"
"1642107600000","74.47","13.78","2022-01-14"
"1642366800000","74.81","13.78","2022-01-17"
"1642453200000","75.52","13.78","2022-01-18"
"1642539600000","75.88","13.78","2022-01-19"
"1642626000000","76.37","14.3","2022-01-20"
"1642712400000","76.12","14.36","2022-01-21"
"1642971600000","75.18","14.36","2022-01-24"
"1643058000000","76.25","14.36","2022-01-25"
"1643144400000","76.88","14.36","2022-01-26"
"1643230800000","76.29","14.36","2022-01-27"
"1643317200000","76.13","14.36","2022-01-28"
"1643576400000","76.53","14.36","2022-01-31"
"1643662800000","76.56","14.36","2022-02-01"
"1643749200000","76.97","14.36","2022-02-02"
"1643835600000","78.05","14.68","2022-02-03"
"1643922000000","78.85","14.68","2022-02-04"
"1644181200000","79.18","14.68","2022-02-07"
"1644267600000","78.22","14.68","2022-02-08"
"1644354000000","79.34","15.48","2022-02-09"
"1644440400000","79.37","15.48","2022-02-10"
"1644526800000","80.41","15.51","2022-02-11"
"1644786000000","80.92","15.51","2022-02-14"
"1644872400000","78.61","15.51","2022-02-15"
"1644958800000","79.36","15.51","2022-02-16"
"1645045200000","78.84","15.51","2022-02-17"
"1645131600000","79.4","15.51","2022-02-18"
"1645390800000","80.53","15.59","2022-02-21"
"1645477200000","80.72","15.59","2022-02-22"
"1645563600000","81.56","15.59","2022-02-23"
"1645650000000","80.7","15.56","2022-02-24"
"1645736400000","79.72","15.56","2022-02-25"
"1645995600000","80.41","17.07","2022-02-28"
"1646082000000","82.06","17.07","2022-03-01"
"1646168400000","85.61","16.14","2022-03-02"
"1646254800000","86.22","16.14","2022-03-03"
"1646341200000","91.92","17.65","2022-03-04"
"1646600400000","93.02","18.98","2022-03-07"
"1646686800000","91.96","19.86","2022-03-08"
"1646773200000","83.67","21.3","2022-03-09"
"1646859600000","84.46","22.89","2022-03-10"
"1646946000000","87.51","22.92","2022-03-11"
"1647205200000","84.38","22.92","2022-03-14"
"1647291600000","83.21","22.96","2022-03-15"
"1647378000000","81.52","20.58","2022-03-16"
"1647464400000","85.74","19.79","2022-03-17"
"1647550800000","86.49","18.78","2022-03-18"
"1647810000000","89.11","18.78","2022-03-21"
"1647896400000","88.66","20.74","2022-03-22"
"1647982800000","90.51","20.74","2022-03-23"
"1648069200000","88.52","22.33","2022-03-24"
"1648155600000","89.81","22.33","2022-03-25"
"1648414800000","86.38","23.7","2022-03-28"
"1648501200000","86.34","23.7","2022-03-29"
"1648587600000","88.6","23.7","2022-03-30"
"1648674000000","87.95","22.15","2022-03-31"
"1648760400000","90.03","21.27","2022-04-01"
"1649019600000","92.07","21.27","2022-04-04"
"1649106000000","91.29","21.33","2022-04-05"
"1649192400000","89.14","21.33","2022-04-06"
"1649278800000","89.82","21.33","2022-04-07"
"1649365200000","90.77","21.33","2022-04-08"
"1649624400000","89.3","21.33","2022-04-11"
"1649710800000","91.65","21.33","2022-04-12"
"1649797200000","93.36","20.29","2022-04-13"
"1649883600000","93.51","20.29","2022-04-14"
"1650229200000","93.3","22.09","2022-04-18"
"1650315600000","89.56","22.09","2022-04-19"
"1650402000000","90.11","22.09","2022-04-20"
"1650488400000","91.46","22.09","2022-04-21"
"1650574800000","89.39","22.09","2022-04-22"
"1650834000000","87.53","22.11","2022-04-25"
"1650920400000","88.29","22.11","2022-04-26"
"1651006800000","88.2","22.11","2022-04-27"
"1651093200000","88.38","22.11","2022-04-28"
"1651179600000","87.59","22.11","2022-04-29"
"1651438800000","88.26","22.11","2022-05-02"
"1651525200000","87.65","22.11","2022-05-03"
"1651611600000","90.56","22.11","2022-05-04"
"1651698000000","90.71","22.11","2022-05-05"
"1651784400000","91.59","22.11","2022-05-06"
"1652043600000","88.08","22.11","2022-05-09"
"1652130000000","86.7","22.11","2022-05-10"
"1652216400000","90.53","22.11","2022-05-11"
"1652302800000","89.99","22.11","2022-05-12"
"1652389200000","91.43","22.11","2022-05-13"
"1652648400000","91.85","22.14","2022-05-16"
"1652734800000","90.95","22.14","2022-05-17"
"1652821200000","88.99","22.14","2022-05-18"
"1652907600000","90.63","22.14","2022-05-19"
"1652994000000","90.24","22.14","2022-05-20"
"1653253200000","91.18","22.14","2022-05-23"
"1653339600000","91.57","22.14","2022-05-24"
"1653426000000","92.1","22.14","2022-05-25"
"1653512400000","93.32","22.14","2022-05-26"
"1653598800000","93.78","22.14","2022-05-27"
"1653858000000","94.38","23.52","2022-05-30"
"1653944400000","93.11","24.49","2022-05-31"
"1654030800000","93.87","24.51","2022-06-01"
"1654117200000","95.2","24.51","2022-06-02"
"1654203600000","96.2","25.99","2022-06-03"
"1654462800000","96.14","25.99","2022-06-06"
"1654549200000","98.01","25.99","2022-06-07"
"1654635600000","99.88","25.99","2022-06-08"
"1654722000000","100.26","27.92","2022-06-09"
"1654808400000","99.13","27.92","2022-06-10"
"1655067600000","99.5","27.94","2022-06-13"
"1655154000000","98.16","27.94","2022-06-14"
"1655240400000","97","27.94","2022-06-15"
"1655326800000","98.09","27.94","2022-06-16"
"1655413200000","93.84","29.2","2022-06-17"
"1655672400000","94.56","30.04","2022-06-20"
"1655758800000","94.19","30.04","2022-06-21"
"1655845200000","92.26","30.04","2022-06-22"
"1655931600000","89.12","30.04","2022-06-23"
"1656018000000","90.94","30.04","2022-06-24"
"1656277200000","92.35","30.04","2022-06-27"
"1656363600000","94.87","30.04","2022-06-28"
"1656450000000","93.44","30.04","2022-06-29"
"1656536400000","90.06","27.54","2022-06-30"
"1656622800000","90.74","26.7","2022-07-01"
"1656882000000","92.04","26.7","2022-07-04"
"1656968400000","83.73","26.7","2022-07-05"
"1657054800000","83.3","26.74","2022-07-06"
"1657141200000","85.84","26.74","2022-07-07"
"1657227600000","87.76","26.74","2022-07-08"
"1657486800000","88.98","24.65","2022-07-11"
"1657573200000","84.16","25.5","2022-07-12"
"1657659600000","84.75","25.5","2022-07-13"
"1657746000000","83.23","25.5","2022-07-14"
"1657832400000","84.39","25.5","2022-07-15"
"1658091600000","87.73","25.5","2022-07-18"
"1658178000000","88.14","25.5","2022-07-19"
"1658264400000","88.21","25.5","2022-07-20"
"1658350800000","86.67","25.5","2022-07-21"
"1658437200000","85.85","25.5","2022-07-22"
"1658696400000","87.65","25.5","2022-07-25"
"1658782800000","87.51","25.5","2022-07-26"
"1658869200000","89.61","24.58","2022-07-27"
"1658955600000","89.12","24.58","2022-07-28"
"1659042000000","90.67","24.6","2022-07-29"
"1659301200000","88.54","24.6","2022-08-01"
"1659387600000","89.75","24.6","2022-08-02"
"1659474000000","87.76","24.6","2022-08-03"
"1659560400000","85.11","24.6","2022-08-04"
"1659646800000","85.38","24.6","2022-08-05"
"1659906000000","87.46","23.45","2022-08-08"
"1659992400000","87.18","23.45","2022-08-09"
"1660078800000","88.69","23.47","2022-08-10"
"1660165200000","89.89","22.47","2022-08-11"
"1660251600000","88.86","23.28","2022-08-12"
"1660510800000","87.32","23.28","2022-08-15"
"1660597200000","85.84","23.28","2022-08-16"
"1660683600000","86.55","23.28","2022-08-17"
"1660770000000","87.6","23.28","2022-08-18"
"1660856400000","88.15","24.05","2022-08-19"
"1661115600000","88.01","25.13","2022-08-22"
"1661202000000","89.92","25.13","2022-08-23"
"1661288400000","90.14","25.13","2022-08-24"
"1661374800000","88.38","25.13","2022-08-25"
"1661461200000","88.12","26.08","2022-08-26"
"1661720400000","89.93","26.95","2022-08-29"
"1661806800000","87.03","26.98","2022-08-30"
"1661893200000","86.07","26.98","2022-08-31"
"1661979600000","83.75","26.98","2022-09-01"
"1662066000000","83.81","26.98","2022-09-02"
"1662325200000","84.96","26.98","2022-09-05"
"1662411600000","84.03","24.55","2022-09-06"
"1662498000000","80.37","25.29","2022-09-07"
"1662584400000","80.85","26.06","2022-09-08"
"1662670800000","83.58","24.92","2022-09-09"
"1662930000000","84.72","24.92","2022-09-12"
"1663016400000","84.06","24.92","2022-09-13"
"1663102800000","84.47","24.92","2022-09-14"
"1663189200000","81.23","24.92","2022-09-15"
"1663275600000","81.24","24.92","2022-09-16"
"1663534800000","81.59","24.92","2022-09-19"
"1663621200000","80.22","24.92","2022-09-20"
"1663707600000","79.68","23.16","2022-09-21"
"1663794000000","80.4","23.16","2022-09-22"
"1663880400000","76.87","23.16","2022-09-23"
"1664139600000","74.98","23.16","2022-09-26"
"1664226000000","75.83","23.16","2022-09-27"
"1664312400000","78.17","23.19","2022-09-28"
"1664398800000","77.27","23.22","2022-09-29"
"1664485200000","75.67","23.22","2022-09-30"
"1664744400000","78.15","23.24","2022-10-03"
"1664830800000","80.54","23.24","2022-10-04"
"1664917200000","82.42","23.24","2022-10-05"
"1665003600000","83.49","24.34","2022-10-06"
"1665090000000","85.64","25.72","2022-10-07"
"1665349200000","84.43","27.25","2022-10-10"
"1665435600000","82.62","27.25","2022-10-11"
"1665522000000","81.29","28.63","2022-10-12"
"1665608400000","82.97","28.63","2022-10-13"
"1665694800000","80.86","26.5","2022-10-14"
"1665954000000","81.27","26.53","2022-10-17"
"1666040400000","80.81","27.52","2022-10-18"
"1666126800000","81.86","27.52","2022-10-19"
"1666213200000","81.28","27.52","2022-10-20"
"1666299600000","81.73","27.52","2022-10-21"
"1666558800000","81.89","26.48","2022-10-24"
"1666645200000","82.78","26.48","2022-10-25"
"1666731600000","84.27","26.48","2022-10-26"
"1666818000000","85.08","26.48","2022-10-27"
"1666904400000","83.81","26.48","2022-10-28"
"1667163600000","83.26","26.48","2022-10-31"
"1667250000000","84.45","26.48","2022-11-01"
"1667336400000","86.15","26.51","2022-11-02"
"1667422800000","85.01","26.51","2022-11-03"
"1667509200000","88.03","26.51","2022-11-04"
"1667768400000","87.76","26.51","2022-11-07"
"1667854800000","86.06","26.51","2022-11-08"
"1667941200000","83.7","26.49","2022-11-09"
"1668027600000","84.08","26.49","2022-11-10"
"1668114000000","86","26.49","2022-11-11"
"1668373200000","84.51","26.49","2022-11-14"
"1668459600000","85.92","26.49","2022-11-15"
"1668546000000","84.58","24.93","2022-11-16"
"1668632400000","82.88","24.93","2022-11-17"
"1668718800000","82.18","24.93","2022-11-18"
"1668978000000","82.77","24.93","2022-11-21"
"1669064400000","83.09","24.93","2022-11-22"
"1669150800000","81.87","24.96","2022-11-23"
"1669237200000","82.21","24.96","2022-11-24"
"1669323600000","80.84","24.01","2022-11-25"
"1669582800000","81.28","24.01","2022-11-28"
"1669669200000","81.9","24.01","2022-11-29"
"1669755600000","84.42","23.19","2022-11-30"
"1669842000000","84.18","22.64","2022-12-01"
"1669928400000","83.57","22.64","2022-12-02"
"1670187600000","81.43","23.8","2022-12-05"
"1670274000000","78.92","23.8","2022-12-06"
"1670360400000","77.17","23.13","2022-12-07"
"1670446800000","76.35","23.13","2022-12-08"
"1670533200000","76.35","21.24","2022-12-09"
"1670792400000","77.73","21.29","2022-12-12"
"1670878800000","79.29","21.29","2022-12-13"
"1670965200000","80.62","21.29","2022-12-14"
"1671051600000","78.97","21.29","2022-12-15"
"1671138000000","77.72","21.29","2022-12-16"
"1671397200000","77.95","21.29","2022-12-19"
"1671483600000","78.59","22.99","2022-12-20"
"1671570000000","80.03","22.25","2022-12-21"
"1671656400000","79.11","22.25","2022-12-22"
"1671742800000","81.81","22.25","2022-12-23"
"1672088400000","82.08","22.27","2022-12-27"
"1672174800000","81.47","22.27","2022-12-28"
"1672261200000","80.62","22.3","2022-12-29"
"1672347600000","82.57","22.3","2022-12-30"
"1672606800000","82.57","22.3","2023-01-02"
"1672693200000","79.88","22.31","2023-01-03"
"1672779600000","76.8","22.32","2023-01-04"
"1672866000000","77.53","22.32","2023-01-05"
"1672952400000","77.58","22.32","2023-01-06"
"1673211600000","78.76","22.35","2023-01-09"
"1673298000000","78.88","22.35","2023-01-10"
"1673384400000","80.9","22.34","2023-01-11"
"1673470800000","81.99","22.34","2023-01-12"
"1673557200000","83.17","22.34","2023-01-13"
"1673816400000","82.34","22.34","2023-01-16"
"1673902800000","83.49","22.37","2023-01-17"
"1673989200000","83.03","22.37","2023-01-18"
"1674075600000","83.92","23.42","2023-01-19"
"1674162000000","85.05","23.42","2023-01-20"
"1674421200000","85.6","23.45","2023-01-23"
"1674507600000","84.05","23.45","2023-01-24"
"1674594000000","83.83","23.49","2023-01-25"
"1674680400000","84.54","23.49","2023-01-26"
"1674766800000","83.31","24.31","2023-01-27"
"1675026000000","81.65","23.7","2023-01-30"
"1675112400000","82.81","23.73","2023-01-31"
"1675198800000","80.45","23.73","2023-02-01"
"1675285200000","80.15","23.73","2023-02-02"
"1675371600000","77.8","22.73","2023-02-03"
"1675630800000","78.75","22.13","2023-02-06"
"1675717200000","81.06","21.45","2023-02-07"
"1675803600000","82.19","21.45","2023-02-08"
"1675890000000","81.54","20.29","2023-02-09"
"1675976400000","83.2","20.29","2023-02-10"
"1676235600000","83.54","20.29","2023-02-13"
"1676322000000","82.87","20.29","2023-02-14"
"1676408400000","82.6","21.56","2023-02-15"
"1676494800000","82.43","21.56","2023-02-16"
"1676581200000","80.53","21.56","2023-02-17"
"1676840400000","81.61","21.59","2023-02-20"
"1676926800000","80.67","21.59","2023-02-21"
"1677013200000","78.77","21.59","2023-02-22"
"1677099600000","79.95","21.63","2023-02-23"
"1677186000000","80.62","21.63","2023-02-24"
"1677445200000","79.81","21","2023-02-27"
"1677531600000","80.89","21","2023-02-28"
"1677618000000","81.69","21","2023-03-01"
"1677704400000","82.1","21.05","2023-03-02"
"1677790800000","83.31","21.05","2023-03-03"
"1678050000000","83.73","21.95","2023-03-06"
"1678136400000","81.19","21.95","2023-03-07"
"1678222800000","80.58","21.95","2023-03-08"
"1678309200000","79.49","21.95","2023-03-09"
"1678395600000","80.47","22.01","2023-03-10"
"1678654800000","78.74","22.01","2023-03-13"
"1678741200000","75.75","22.01","2023-03-14"
"1678827600000","72.31","22.01","2023-03-15"
"1678914000000","73.29","21.34","2023-03-16"
"1679000400000","72.03","21.34","2023-03-17"
"1679259600000","72.88","20.01","2023-03-20"
"1679346000000","74.11","20.01","2023-03-21"
"1679432400000","75.36","20.89","2023-03-22"
"1679518800000","74.61","20.89","2023-03-23"
"1679605200000","73.81","20.89","2023-03-24"
"1679864400000","76.87","20.89","2023-03-27"
"1679950800000","77.07","20.92","2023-03-28"
"1680037200000","76.57","20.92","2023-03-29"
"1680123600000","77.51","20.92","2023-03-30"
"1680210000000","78.71","20.92","2023-03-31"
"1680469200000","82.69","20.86","2023-04-03"
"1680555600000","82.69","20.86","2023-04-04"
"1680642000000","82.77","20.85","2023-04-05"
"1680728400000","82.73","20.85","2023-04-06"
"1681074000000","82","20.85","2023-04-10"
"1681160400000","83.27","20.85","2023-04-11"
"1681246800000","84.65","21.53","2023-04-12"
"1681333200000","83.84","21.5","2023-04-13"
"1681419600000","84.06","21.5","2023-04-14"
"1681678800000","82.82","21.5","2023-04-17"
"1681765200000","82.87","21.5","2023-04-18"
"1681851600000","81.34","21.5","2023-04-19"
"1681938000000","79.46","21.5","2023-04-20"
"1682024400000","80.24","21.5","2023-04-21"
"1682283600000","81.28","20.59","2023-04-24"
"1682370000000","79.32","20.59","2023-04-25"
"1682456400000","76.79","20.11","2023-04-26"
"1682542800000","77.06","20.13","2023-04-27"
"1682629200000","78.98","20.13","2023-04-28"
"1682888400000","78.01","20.13","2023-05-01"
"1682974800000","74.29","20.13","2023-05-02"
"1683061200000","71.65","20.13","2023-05-03"
