BrentOilPrice,FuelPrice,USD/TRY
83.81,26.48,18.5916
83.26,26.48,18.6134
84.45,26.51,18.5821
86.15,26.51,18.6169
85.01,26.51,18.6172
88.03,26.51,18.5669
87.76,26.51,18.4491
86.06,26.49,18.5338
83.7,26.49,18.5875
84.08,26.49,18.4894
86,26.49,18.5786
84.51,26.49,18.5912
85.92,24.93,18.6075
84.58,24.93,18.6121
82.88,24.93,18.5707
82.18,24.93,18.6226
82.77,24.93,18.6209
83.09,24.96,18.6153
81.87,24.96,18.6155
82.21,24.01,18.6193
80.84,24.01,18.5996
81.28,24.01,18.6288
81.9,23.19,18.6406
84.42,22.64,18.6153
84.18,22.64,18.6334
83.57,22.64,18.6392
81.43,23.8,18.6359
78.92,23.13,18.6334
77.17,23.13,18.6417
76.35,21.24,18.6419
76.35,21.29,18.6508
77.73,21.29,18.6428
79.29,21.29,18.6198
80.62,21.29,18.6299
78.97,21.29,18.6409
77.72,21.29,18.6857
77.95,22.99,18.6516
78.59,22.25,18.6623
80.03,22.25,18.6698
79.11,22.25,18.666
81.81,22.27,18.6593
82.08,22.27,18.7032
81.47,22.3,18.7126
80.62,22.3,18.7095
82.57,22.3,18.71
82.57,22.3,18.7151
79.88,22.31,18.7218
76.8,22.32,18.746
77.53,22.32,18.7644
77.58,22.35,18.7165
78.76,22.35,18.7532
78.88,22.34,18.7751
80.9,22.34,18.7758
81.99,22.34,18.7811
83.17,22.34,18.7932
82.34,22.37,18.7868
83.49,22.37,18.7496
83.03,23.42,18.7617
83.92,23.42,18.7562
85.05,23.45,18.7724
85.6,23.45,18.8106
84.05,23.49,18.8007
83.83,23.49,18.7963
84.54,24.31,18.8015
83.31,23.7,18.805
81.65,23.73,18.7908
82.81,23.73,18.8149
80.45,23.73,18.8024
80.15,22.73,18.8064
77.8,22.13,18.827
78.75,21.45,18.8176
81.06,21.45,18.8179
82.19,20.29,18.8278
81.54,20.29,18.8291
83.2,20.29,18.8144
83.54,20.29,18.8429
82.87,21.56,18.841
82.6,21.56,18.8525
82.43,21.56,18.85
80.53,21.56,18.831
81.61,21.59,18.8841
80.67,21.59,18.8702
78.77,21.63,18.8509
79.95,21.63,18.8535
80.62,21,18.8744
79.81,21,18.8836
80.89,21,18.8837
81.69,21.05,18.884
82.1,21.05,18.8603
83.31,21.05,18.7993
83.73,21.95,18.8999
81.19,21.95,18.9224
80.58,21.95,18.9369
79.49,22.01,18.8101
80.47,22.01,18.9681
78.74,22.01,18.9658
75.75,22.01,18.9736
72.31,21.34,18.9907
73.29,21.34,19.0034
72.03,20.01,19.0138
72.88,20.01,19.0115
74.11,20.89,19.0331
75.36,20.89,19.0407
74.61,20.89,19.0351
73.81,20.89,19.0714
76.87,20.92,19.0888
77.07,20.92,19.1193
76.57,20.92,19.1382
77.51,20.92,19.175
78.71,20.86,19.1803
82.69,20.86,19.1963
82.69,20.85,19.22
82.77,20.85,19.2519
82.73,20.85,19.2542
82,20.85,19.2665
83.27,21.53,19.2999
84.65,21.5,19.3152
83.84,21.5,19.3338
84.06,21.5,19.364
82.82,21.5,19.3946
82.87,21.5,19.3994
81.34,21.5,19.3988
79.46,21.5,19.4048
80.24,20.59,19.3997
81.28,20.59,19.3962
79.32,20.11,19.4287
76.79,20.13,19.4252
77.06,20.13,19.4373
78.98,20.13,19.4515
78.01,20.13,19.4621
74.29,20.13,19.466
71.65,20.13,19.4691
71.71,18.83,19.4728
74.38,18.34,19.5125
76.08,18.34,19.5065
76.59,19.01,19.521
75.65,19.01,19.5454
74.08,19.01,19.5816
73.18,19.01,19.5842
74.32,19.01,19.6731
74.03,19.01,19.7264
76.15,19.01,19.7462
75.28,19.01,19.7951
74.85,19.77,19.8125
75.2,19.77,19.8122
76.08,19.77,19.839
77.52,19.78,19.8968
75.51,19.78,19.9364
76.39,19.78,19.9722
76.5,19.78,20.1117
73.23,19.78,20.461
72.2,19.78,20.762
73.92,19.78,20.8087
75.63,19.78,20.9295
76.07,19.78,21.261
75.71,19.78,21.6175
76.49,21.14,23.2484
75.5,21.14,23.1245
74.49,22.51,23.4175
71.63,22.51,23.635
74.01,22.66,23.6405
72.96,22.66,23.5674
75.46,22.66,23.6699
76.36,22.67,23.6322
75.82,22.67,23.6075
75.63,24.31,23.5751
76.89,24.31,23.5754
74.24,24.36,24.9075
73.94,24.36,25.2361
74.29,24.36,25.9386
72.61,24.4,26.0177
74.3,24.4,26.05
74.48,24.4,26.041
75.3,24.4,26.0145
74.47,24.4,25.9493
76.05,24.4,25.9997
76.41,24.4,26.0867
76.22,25.27,26.0978
78.08,25.37,26.0656
77.4,25.8,26.0793
79.07,25.8,26.1133
79.79,26.87,26.1405
80.99,26.87,26.0533
79.6,26.93,26.1701
78.38,26.93,26.3405
79.5,32.93,26.9277
79.35,32.94,26.8056
79.52,32.94,26.7648
80.88,34.49,26.9806
82.48,34.49,26.9614
83.25,34.49,26.922
82.56,34.49,26.9416
83.79,34.49,26.9528
84.41,35.92,26.9181
85.43,35.92,26.9327
84.91,36.99,26.9653
83.2,36.99,26.9608
85.14,37.03,26.9785
86.24,37.08,26.9641
85.34,37.08,26.9897
86.17,37.08,27.0052
87.55,37.1,27.0117
86.4,37.1,27.0329
86.81,38.9,27.0214
86.21,38.9,27.0443
84.89,38.9,27.0633
83.45,38.9,27.0686
84.12,38.97,27.1055
84.8,37.45,27.1215
84.46,37.45,27.1608
84.03,38.44,27.1958
83.21,38.5,27.1998
83.36,38.5,25.8223
84.48,38.5,26.5438
84.74,38.5,26.5079
84.91,38.5,26.5952
85.24,38.5,26.7142
86.83,38.5,26.6968
88.55,38.5,26.7286
89,38.5,26.7595
90.04,38.58,26.7861
90.6,38.62,26.8178
90.33,38.58,26.8386
